"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV13003"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV13004"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	NA	NA	NA
"ASV13005"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"ASV13006"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	NA	NA
"ASV13007"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"	NA
"ASV13008"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"ASV13009"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV13010"	"Bacteria"	"Myxococcota"	"Polyangia"	"Blfdi19"	NA	NA	NA
"ASV13011"	"Bacteria"	"PAUC34f"	NA	NA	NA	NA	NA
"ASV13012"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV13013"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	NA	NA
"ASV13014"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13015"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV13016"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13017"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV13018"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	NA	NA
"ASV13019"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	NA	NA	NA
"ASV13020"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	NA	NA	NA
"ASV13021"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	NA
"ASV13022"	"Bacteria"	"Verrucomicrobiota"	NA	NA	NA	NA	NA
"ASV13023"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	NA	NA	NA
"ASV13024"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13025"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"Parvibaculaceae"	NA	NA
"ASV13026"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV13027"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13028"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	NA	NA
"ASV13029"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV13030"	"Bacteria"	"Margulisbacteria"	NA	NA	NA	NA	NA
"ASV13031"	NA	NA	NA	NA	NA	NA	NA
"ASV13032"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"koll11"	NA	NA
"ASV13033"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13034"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13035"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"ASV13036"	"Bacteria"	"Firmicutes"	"Bacilli"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mycoplasma"	NA
"ASV13037"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Beggiatoales"	"Beggiatoaceae"	NA	NA
"ASV13038"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"CG1-02-57-44"	NA	NA
"ASV13039"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	NA	NA	NA
"ASV13040"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Odoribacter"	NA
"ASV13041"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	NA
"ASV13042"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13043"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV13044"	"Bacteria"	"Patescibacteria"	NA	NA	NA	NA	NA
"ASV13045"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV13046"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Parvularculaceae"	"Amphiplicatus"	NA
"ASV13047"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV13048"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Psychromonadaceae"	"Agarivorans"	NA
"ASV13049"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Victivallales"	NA	NA	NA
"ASV13050"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV13051"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"ASV13052"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus_Peribacteria"	NA	NA	NA
"ASV13053"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Lentisphaerales"	"Lentisphaeraceae"	"Lentisphaera"	NA
"ASV13054"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	NA
"ASV13055"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Maricurvus"	NA
"ASV13056"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV13057"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV13058"	"Bacteria"	"Campilobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurimonadaceae"	"Sulfurimonas"	NA
"ASV13059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"ASV13060"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"SCGC_AAA286-E23"	NA	NA
"ASV13061"	"Bacteria"	"Firmicutes"	"Clostridia"	NA	NA	NA	NA
"ASV13062"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Thaumasiovibrio"	NA
"ASV13063"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13064"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	NA	NA
"ASV13065"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"P3OB-42"	NA
"ASV13066"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	NA	NA	NA
"ASV13067"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV13068"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus_Peregrinibacteria"	NA	NA	NA
"ASV13069"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV13070"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	NA	NA	NA	NA
"ASV13071"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Ekhidna"	NA
"ASV13072"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV13073"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Bradymonadales"	NA	NA	NA
"ASV13074"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	NA	NA
"ASV13075"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Halomonas"	NA
"ASV13076"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	NA	NA
"ASV13077"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV13078"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Colwelliaceae"	"Thalassotalea"	"marina"
"ASV13079"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV13080"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV13081"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"	NA
"ASV13082"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	NA	NA
"ASV13083"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV13084"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Piscirickettsiales"	"Piscirickettsiaceae"	"Candidatus_Endoecteinascidia"	NA
"ASV13085"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Rubritalea"	NA
"ASV13086"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Amoebophilaceae"	NA	NA
"ASV13087"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Vallitalea"	NA
"ASV13088"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"P3OB-42"	NA
"ASV13089"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV13090"	"Bacteria"	"Planctomycetota"	"vadinHA49"	NA	NA	NA	NA
"ASV13091"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	NA	NA
"ASV13092"	"Bacteria"	"Spirochaetota"	"Leptospirae"	"Leptospirales"	"Leptospiraceae"	"Turneriella"	NA
"ASV13093"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV13094"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV13095"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"ASV13096"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	NA	NA	NA
"ASV13097"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"pItb-vmat-80"	NA	NA	NA
"ASV13098"	"Bacteria"	"Deinococcota"	"Deinococci"	"Deinococcales"	"Trueperaceae"	"Truepera"	NA
"ASV13099"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV13100"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV13101"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV13102"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Fabibacter"	NA
"ASV13103"	"Bacteria"	"Campilobacterota"	"Campylobacteria"	"Campylobacterales"	NA	NA	NA
"ASV13104"	"Bacteria"	"Firmicutes"	"Bacilli"	"Izemoplasmatales"	NA	NA	NA
"ASV13105"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV13106"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"EV818SWSAP88"	NA	NA	NA
"ASV13107"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	NA	NA	NA	NA
"ASV13108"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	NA	NA
"ASV13109"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV13110"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Aerococcus"	"urinaeequi/viridans"
"ASV13111"	"Bacteria"	"NB1-j"	NA	NA	NA	NA	NA
"ASV13112"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	NA
"ASV13113"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	NA
"ASV13114"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV13115"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"ASV13116"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SM2D12"	NA	NA
"ASV13117"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Microscillaceae"	"Microscilla"	NA
"ASV13118"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV13119"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Amoebophilaceae"	NA	NA
"ASV13120"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus_Omnitrophus"	NA
"ASV13121"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV13122"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV13123"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	NA	NA	NA
"ASV13124"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	NA	NA	NA	NA
"ASV13125"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13126"	NA	NA	NA	NA	NA	NA	NA
"ASV13127"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Flammeovirgaceae"	NA	NA
"ASV13128"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV13129"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Parvularculaceae"	NA	NA
"ASV13130"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Achromobacter"	NA
"ASV13131"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV13132"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV13133"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Aestuariibacter"	NA
"ASV13134"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"ASV13135"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Magnetospiraceae"	NA	NA
"ASV13136"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"Kiritimatiellales"	"Kiritimatiellaceae"	"R76-B128"	NA
"ASV13137"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV13138"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	NA	NA
"ASV13139"	"Bacteria"	"Planctomycetota"	"028H05-P-BN-P5"	NA	NA	NA	NA
"ASV13140"	"Bacteria"	"Campilobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurimonadaceae"	"Sulfurimonas"	NA
"ASV13141"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV13142"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"ASV13143"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Mesonia"	"maritima"
"ASV13144"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13145"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	"Sandaracinus"	NA
"ASV13146"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"PB19"	NA	NA	NA
"ASV13147"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV13148"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV13149"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV13150"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV13151"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV13152"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	NA
"ASV13153"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"CL500-3"	NA
"ASV13154"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Fokiniaceae"	"MD3-55"	NA
"ASV13155"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13156"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"ASV13157"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13158"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV13159"	NA	NA	NA	NA	NA	NA	NA
"ASV13160"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Gastranaerophilales"	NA	NA	NA
"ASV13161"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Crocinitomix"	NA
"ASV13162"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Flammeovirgaceae"	NA	NA
"ASV13163"	NA	NA	NA	NA	NA	NA	NA
"ASV13164"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV13165"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"OM182_clade"	NA	NA	NA
"ASV13166"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV13167"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA
"ASV13168"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	NA	NA	NA
"ASV13169"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Crocinitomix"	NA
"ASV13170"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"Algisphaera"	NA
"ASV13171"	NA	NA	NA	NA	NA	NA	NA
"ASV13172"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Victivallales"	"Victivallaceae"	NA	NA
"ASV13173"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV13174"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	NA	NA
"ASV13175"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Magnetospiraceae"	NA	NA
"ASV13176"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13177"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13178"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV13179"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"	NA
"ASV13180"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV13181"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Phaeodactylibacter"	NA
"ASV13182"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"SCGC_AAA286-E23"	NA	NA
"ASV13183"	"Bacteria"	"Planctomycetota"	"vadinHA49"	NA	NA	NA	NA
"ASV13184"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	NA	NA	NA
"ASV13185"	"Bacteria"	"Planctomycetota"	"Pla3_lineage"	NA	NA	NA	NA
"ASV13186"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Ornithobacterium"	NA
"ASV13187"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA
"ASV13188"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV13189"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13190"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13191"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"ASV13192"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"	NA
"ASV13193"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV13194"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	NA	NA	NA
"ASV13195"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Paracaedibacterales"	"Paracaedibacteraceae"	NA	NA
"ASV13196"	NA	NA	NA	NA	NA	NA	NA
"ASV13197"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV13198"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus_Peribacteria"	NA	NA	NA
"ASV13199"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV13200"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	NA	NA	NA
"ASV13201"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV13202"	"Bacteria"	"Campilobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Arcobacter"	NA
"ASV13203"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"	NA
"ASV13204"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13205"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13206"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	NA	NA
"ASV13207"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SM2D12"	NA	NA
"ASV13208"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Francisellales"	"Francisellaceae"	NA	NA
"ASV13209"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV13210"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4_lineage"	NA
"ASV13211"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Holosporales"	"Holosporaceae"	NA	NA
"ASV13212"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV13213"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Lewinella"	NA
"ASV13214"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV13215"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Amoebophilaceae"	"Candidatus_Amoebophilus"	NA
"ASV13216"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Spongiibacteraceae"	NA	NA
"ASV13217"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV13218"	"Bacteria"	"Acidobacteriota"	"Subgroup_22"	NA	NA	NA	NA
"ASV13219"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV13220"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13221"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV13222"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	NA	NA	NA
"ASV13223"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Francisellales"	"Francisellaceae"	NA	NA
"ASV13224"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"ASV13225"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV13226"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Paracaedibacterales"	"Paracaedibacteraceae"	"Candidatus_Captivus"	NA
"ASV13227"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV13228"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV13229"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"	NA
"ASV13230"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV13231"	NA	NA	NA	NA	NA	NA	NA
"ASV13232"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Kordiimonadales"	"Kordiimonadaceae"	"Kordiimonas"	NA
"ASV13233"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus_Omnitrophus"	NA
"ASV13234"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV13235"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Portibacter"	NA
"ASV13236"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV13237"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	NA	NA	NA
"ASV13238"	"Bacteria"	NA	NA	NA	NA	NA	NA
