	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV14676	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	NA	NA
ASV14677	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA
ASV14678	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV14679	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA	NA
ASV14680	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV14681	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV14682	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV14683	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV14684	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	NA	NA
ASV14685	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	Anaeromicrobium	NA
ASV14686	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	NA
ASV14687	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV14688	Bacteria	NA	NA	NA	NA	NA	NA
ASV14689	Bacteria	NA	NA	NA	NA	NA	NA
ASV14690	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA
ASV14691	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV14692	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV14693	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
ASV14694	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14695	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV14696	Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinivibrionaceae	possible_genus_03	NA
ASV14697	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	NA	NA
ASV14698	Bacteria	NA	NA	NA	NA	NA	NA
ASV14699	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	aberrantis/bellicus
ASV14700	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV14701	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14702	Bacteria	NA	NA	NA	NA	NA	NA
ASV14703	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14704	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	NA
ASV14705	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV14706	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14707	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14708	Bacteria	NA	NA	NA	NA	NA	NA
ASV14709	Bacteria	NA	NA	NA	NA	NA	NA
ASV14710	Bacteria	NA	NA	NA	NA	NA	NA
ASV14711	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
ASV14712	Archaea	NA	NA	NA	NA	NA	NA
ASV14713	Bacteria	NA	NA	NA	NA	NA	NA
ASV14714	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	NA
ASV14715	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV14716	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV14717	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	AR15	NA
ASV14718	Bacteria	Myxococcota	Polyangia	MidBa8	NA	NA	NA
ASV14719	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV14720	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	NA	NA
ASV14721	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	koll11	NA	NA
ASV14722	Bacteria	NA	NA	NA	NA	NA	NA
ASV14723	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV14724	Bacteria	NA	NA	NA	NA	NA	NA
ASV14725	Bacteria	NA	NA	NA	NA	NA	NA
ASV14726	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV14727	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV14728	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA
ASV14729	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	PRD18C08	NA	NA
ASV14731	Bacteria	NA	NA	NA	NA	NA	NA
ASV14732	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV14733	Bacteria	NA	NA	NA	NA	NA	NA
ASV14734	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14735	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV14736	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV14738	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14739	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14740	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA
ASV14741	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
ASV14742	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14743	Bacteria	NA	NA	NA	NA	NA	NA
ASV14744	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14745	Bacteria	NA	NA	NA	NA	NA	NA
ASV14746	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA	NA
ASV14747	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA286-E23	NA	NA
ASV14748	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14749	Bacteria	NA	NA	NA	NA	NA	NA
ASV14750	Bacteria	NA	NA	NA	NA	NA	NA
ASV14751	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA
ASV14753	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14754	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV14755	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
ASV14756	Bacteria	NA	NA	NA	NA	NA	NA
ASV14757	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	NA	NA	NA
ASV14758	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14759	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA	NA
ASV14760	Bacteria	NA	NA	NA	NA	NA	NA
ASV14761	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV14775	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV14776	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA286-E23	NA	NA
ASV14777	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV14779	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA286-E23	NA	NA
ASV14780	Bacteria	Campilobacterota	Campylobacteria	NA	NA	NA	NA
ASV14781	Bacteria	Verrucomicrobiota	Chlamydiae	LD1-PA32	NA	NA	NA
ASV14783	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
ASV14784	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV14785	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14786	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	NA	NA
ASV14787	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	NA
ASV14788	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	NA	NA	NA
ASV14789	Bacteria	NA	NA	NA	NA	NA	NA
ASV14790	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV14791	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	NA	NA
ASV14792	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV14793	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14794	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14795	Bacteria	NA	NA	NA	NA	NA	NA
ASV14796	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA	NA
ASV14797	Bacteria	Caldisericota	Caldisericia	Caldisericales	LF045	NA	NA
ASV14798	Bacteria	NA	NA	NA	NA	NA	NA
ASV14799	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	NA	NA	NA
ASV14800	Bacteria	NA	NA	NA	NA	NA	NA
ASV14801	Bacteria	Planctomycetota	Pla3_lineage	NA	NA	NA	NA
ASV14802	Bacteria	NA	NA	NA	NA	NA	NA
ASV14803	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV14804	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV14805	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV14806	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	NA
ASV14807	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14808	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14809	Archaea	NA	NA	NA	NA	NA	NA
ASV14810	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14811	Bacteria	NA	NA	NA	NA	NA	NA
ASV14812	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14813	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	NA
ASV14814	Archaea	NA	NA	NA	NA	NA	NA
ASV14815	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14816	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA
ASV14817	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	NA
ASV14818	Bacteria	NA	NA	NA	NA	NA	NA
ASV14819	Bacteria	Verrucomicrobiota	Lentisphaeria	P.palmC41	NA	NA	NA
ASV14820	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV14821	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14822	Bacteria	NA	NA	NA	NA	NA	NA
ASV14823	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14824	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	NA
ASV14825	Bacteria	NA	NA	NA	NA	NA	NA
ASV14826	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14827	Bacteria	NA	NA	NA	NA	NA	NA
ASV14828	Archaea	NA	NA	NA	NA	NA	NA
ASV14829	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14830	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	NA
ASV14831	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV14832	Bacteria	NA	NA	NA	NA	NA	NA
ASV14833	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14834	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14835	Bacteria	NA	NA	NA	NA	NA	NA
ASV14836	Bacteria	NA	NA	NA	NA	NA	NA
ASV14837	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV14839	Archaea	NA	NA	NA	NA	NA	NA
ASV14840	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV14841	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14842	Archaea	NA	NA	NA	NA	NA	NA
ASV14843	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV14844	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV14845	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	NA	NA	NA
ASV14846	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	NA	NA
ASV14847	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	NA	NA
ASV14848	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14849	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14850	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14851	Bacteria	NA	NA	NA	NA	NA	NA
ASV14852	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV14853	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga	NA
ASV14855	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14856	Bacteria	NA	NA	NA	NA	NA	NA
ASV14857	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14858	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA
ASV14859	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV14864	Bacteria	NA	NA	NA	NA	NA	NA
ASV14865	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14866	Bacteria	Elusimicrobiota	NA	NA	NA	NA	NA
ASV14867	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14868	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14869	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV14870	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA
ASV14871	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	ST-NAGAB-D1	NA	NA
ASV14872	Bacteria	Verrucomicrobiota	NA	NA	NA	NA	NA
ASV14873	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV14874	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV14875	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	NA
ASV14876	Bacteria	NA	NA	NA	NA	NA	NA
ASV14877	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14879	Bacteria	NA	NA	NA	NA	NA	NA
ASV14880	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	XY-R5	NA
ASV14881	Bacteria	NA	NA	NA	NA	NA	NA
ASV14882	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14883	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14884	Bacteria	NA	NA	NA	NA	NA	NA
ASV14885	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Fokiniaceae	MD3-55	NA
ASV14886	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14887	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA	NA
ASV14888	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV14889	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	NA
ASV14890	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV14891	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV14892	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV14893	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV14894	Bacteria	NA	NA	NA	NA	NA	NA
ASV14895	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV14896	Bacteria	Zixibacteria	NA	NA	NA	NA	NA
ASV14897	Bacteria	NA	NA	NA	NA	NA	NA
ASV14898	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14899	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV14900	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14901	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV14902	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece_PCC-7002	NA
ASV14903	Bacteria	Elusimicrobiota	Lineage_IIa	NA	NA	NA	NA
ASV14904	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14905	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV14907	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV14908	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14909	Archaea	NA	NA	NA	NA	NA	NA
ASV14910	Archaea	NA	NA	NA	NA	NA	NA
ASV14911	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	NA
ASV14912	Bacteria	NA	NA	NA	NA	NA	NA
ASV14913	Bacteria	Acidobacteriota	Subgroup_22	NA	NA	NA	NA
ASV14914	Bacteria	NA	NA	NA	NA	NA	NA
ASV14915	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA286-E23	NA	NA
ASV14916	Bacteria	NA	NA	NA	NA	NA	NA
ASV14917	Bacteria	Proteobacteria	Magnetococcia	Magnetococcales	Magnetococcaceae	Magnetococcus	NA
ASV14918	Bacteria	NA	NA	NA	NA	NA	NA
ASV14919	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14920	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14921	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV14922	Archaea	NA	NA	NA	NA	NA	NA
ASV14923	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA
ASV14925	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14926	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV14927	Bacteria	NA	NA	NA	NA	NA	NA
ASV14928	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	NA	NA
ASV14929	Bacteria	NA	NA	NA	NA	NA	NA
ASV14930	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14931	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	NA	NA
ASV14932	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV14933	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14934	Bacteria	NA	NA	NA	NA	NA	NA
ASV14935	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14936	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14937	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA	NA
ASV14945	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV14946	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV14947	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14948	Bacteria	NA	NA	NA	NA	NA	NA
ASV14949	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14950	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV14951	Bacteria	NA	NA	NA	NA	NA	NA
ASV14952	Bacteria	NA	NA	NA	NA	NA	NA
ASV14953	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14955	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14956	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	NA
ASV14957	Bacteria	NA	NA	NA	NA	NA	NA
ASV14958	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV14959	Bacteria	NA	NA	NA	NA	NA	NA
ASV14961	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14962	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV14963	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV14964	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14965	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV14966	Bacteria	Verrucomicrobiota	NA	NA	NA	NA	NA
ASV14967	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV14968	Bacteria	NA	NA	NA	NA	NA	NA
ASV14969	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
ASV14970	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	FS142-36B-02	NA
ASV14971	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiella	NA
ASV14972	Bacteria	NA	NA	NA	NA	NA	NA
ASV14973	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14974	Bacteria	NA	NA	NA	NA	NA	NA
ASV14975	Archaea	NA	NA	NA	NA	NA	NA
ASV14976	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA	NA
ASV14977	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV14978	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14979	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14980	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Benthic_Group_D_and_DHVEG-1	NA	NA	NA
ASV14981	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa_PCC-7319	NA
ASV14982	Bacteria	NA	NA	NA	NA	NA	NA
ASV14983	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	NA
ASV14984	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV14985	Bacteria	NA	NA	NA	NA	NA	NA
ASV14986	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV14987	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14988	Bacteria	NA	NA	NA	NA	NA	NA
ASV14989	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV14990	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV14991	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV14992	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
